ID_Tempo,ID_Local,ID_Produto,ID_Canal,ID_Indicador,ID_Cenario,valor
3,9,2,5,1,1,0
3,9,2,3,1,1,42
3,10,1,2,1,1,42
3,10,3,5,1,1,126
3,10,3,3,1,1,42
3,10,2,3,1,1,84
3,32,2,4,1,1,42
3,33,1,4,1,1,42
3,33,2,5,1,1,42
3,34,1,5,1,1,42
3,35,1,5,1,1,42
3,11,5,7,1,1,0
3,11,5,5,1,1,42
3,36,3,5,1,1,42
3,37,1,5,1,1,42
3,38,3,4,1,1,42
4,1,1,1,1,1,42
4,1,1,2,1,1,3612
4,1,4,5,1,1,42
4,1,2,3,1,1,210
4,2,1,4,1,1,84
4,2,2,6,1,1,-42
4,2,2,5,1,1,42
4,2,2,2,1,1,-84
4,2,5,3,1,1,-42
4,3,1,6,1,1,84
4,3,1,5,1,1,12642
4,3,1,1,1,1,42
4,3,1,3,1,1,9324
4,3,3,7,1,1,546
4,3,3,3,1,1,336
4,3,4,7,1,1,0
4,3,4,5,1,1,210
4,3,4,1,1,1,84
4,3,5,4,1,1,252
4,14,2,4,1,1,42
4,5,3,6,1,1,0
4,5,3,2,1,1,1932
4,5,3,3,1,1,4158
4,5,4,6,1,1,84
4,5,6,5,1,1,756
4,5,6,3,1,1,-42
4,5,2,5,1,1,6510
4,5,2,1,1,1,210
4,5,2,2,1,1,882
4,5,2,3,1,1,4914
4,5,5,7,1,1,2940
4,6,3,5,1,1,42
4,17,1,4,1,1,84
4,17,3,4,1,1,42
4,7,1,5,1,1,84
4,7,3,5,1,1,42
4,8,1,5,1,1,42
4,18,5,4,1,1,84
4,19,5,4,1,1,-42
4,20,1,5,1,1,42
4,9,1,7,1,1,84
4,9,1,5,1,1,84
4,9,3,7,1,1,42
4,9,5,4,1,1,42
4,10,1,7,1,1,378
4,10,1,5,1,1,84
4,10,3,7,1,1,42
4,39,3,4,1,1,42
4,22,3,4,1,1,42
4,40,1,4,1,1,42
4,11,1,5,1,1,42
4,36,2,4,1,1,0
4,41,3,5,1,1,42
4,42,3,4,1,1,42
5,25,1,2,1,1,-42
5,25,1,3,1,1,126
5,25,2,7,1,1,0
5,1,2,2,1,1,0
5,1,2,4,1,1,1554
5,26,1,2,1,1,42
5,43,1,7,1,1,84
5,44,1,4,1,1,1260
5,44,2,5,1,1,84
5,44,2,3,1,1,504
5,2,1,7,1,1,126
5,45,1,7,1,1,-42
5,3,1,4,1,1,23100
5,3,3,2,1,1,1386
5,3,3,4,1,1,1008
5,3,2,6,1,1,84
5,3,2,5,1,1,672
5,3,2,1,1,1,84
5,3,2,2,1,1,882
5,3,5,7,1,1,0
5,3,5,5,1,1,126
5,3,5,3,1,1,420
5,28,1,4,1,1,0
5,14,1,5,1,1,-42
5,46,1,5,1,1,-42
5,47,1,3,1,1,42
5,30,1,4,1,1,-42
5,5,3,4,1,1,12012
5,5,8,7,1,1,210
5,5,4,4,1,1,1092
5,5,6,2,1,1,42
5,5,6,4,1,1,924
5,5,2,6,1,1,84
5,5,5,6,1,1,126
5,5,5,5,1,1,1428
5,5,5,1,1,1,42
5,6,1,4,1,1,84
5,17,1,5,1,1,168
5,17,5,4,1,1,42
5,20,1,4,1,1,126
5,10,1,2,1,1,0
5,10,3,5,1,1,42
5,10,3,3,1,1,0
5,10,2,7,1,1,0
5,10,2,3,1,1,42
5,10,5,7,1,1,0
5,48,3,7,1,1,42
5,34,1,5,1,1,-42
5,49,5,4,1,1,42
5,39,2,4,1,1,-42
5,22,1,5,1,1,42
5,36,2,5,1,1,42
5,37,1,5,1,1,42
5,37,3,7,1,1,42
6,25,2,4,1,1,0
6,1,1,2,1,1,462
6,1,3,3,1,1,-42
6,1,4,5,1,1,42
6,1,2,8,1,1,42
6,1,2,3,1,1,1218
6,50,1,7,1,1,42
6,43,1,4,1,1,42
6,44,1,5,1,1,3318
6,44,1,8,1,1,84
6,44,1,3,1,1,5502
6,44,3,7,1,1,0
6,44,2,7,1,1,3696
6,2,1,4,1,1,42
6,2,4,4,1,1,42
6,3,1,6,1,1,126
6,3,1,5,1,1,10752
6,3,1,8,1,1,126
6,3,1,3,1,1,2688
6,3,3,7,1,1,84
6,3,3,3,1,1,42
6,3,4,7,1,1,0
6,3,4,5,1,1,126
6,3,5,4,1,1,378
6,51,2,3,1,1,-42
6,29,1,5,1,1,42
6,5,3,6,1,1,84
6,5,3,8,1,1,294
6,5,3,2,1,1,0
6,5,3,3,1,1,2604
6,5,4,6,1,1,0
6,5,2,5,1,1,4200
6,5,2,1,1,1,42
6,5,2,8,1,1,84
6,5,2,2,1,1,294
6,5,2,3,1,1,5124
6,5,5,7,1,1,672
6,6,2,5,1,1,42
6,17,1,4,1,1,42
6,8,1,5,1,1,42
6,8,5,4,1,1,42
6,18,1,7,1,1,42
6,19,1,7,1,1,-42
6,19,2,4,1,1,42
6,20,1,5,1,1,0
6,9,1,7,1,1,42
6,9,1,5,1,1,42
6,9,5,4,1,1,-84
6,10,1,7,1,1,420
6,10,1,5,1,1,42
6,10,3,7,1,1,84
6,10,8,8,1,1,42
6,52,1,3,1,1,42
6,33,5,4,1,1,42
6,53,3,5,1,1,42
6,40,1,4,1,1,42
6,11,1,5,1,1,42
7,25,1,5,1,1,42
7,25,1,2,1,1,-42
7,25,1,3,1,1,42
7,25,2,7,1,1,0
7,1,1,4,1,1,5796
7,1,9,4,1,1,168
7,1,4,4,1,1,42
7,1,2,2,1,1,-42
7,43,1,7,1,1,210
7,44,1,6,1,1,42
7,44,1,2,1,1,3738
7,44,1,4,1,1,6216
7,44,3,5,1,1,84
7,44,9,5,1,1,84
7,44,9,3,1,1,210
7,44,10,3,1,1,42
7,44,2,5,1,1,546
7,44,2,3,1,1,1932
7,54,1,4,1,1,42
7,2,1,7,1,1,252
7,45,1,7,1,1,0
7,3,1,4,1,1,17850
7,3,3,2,1,1,-672
7,3,3,4,1,1,630
7,3,9,5,1,1,336
7,3,10,7,1,1,42
7,3,2,6,1,1,84
7,3,2,5,1,1,2100
7,3,2,1,1,1,-84
7,3,2,2,1,1,-84
7,3,5,7,1,1,84
7,3,5,5,1,1,168
7,3,5,8,1,1,0
7,3,5,3,1,1,0
7,28,1,4,1,1,42
7,28,2,5,1,1,42
7,55,1,7,1,1,0
7,14,1,5,1,1,42
7,56,7,7,1,1,42
7,47,1,3,1,1,-42
7,15,4,4,1,1,42
7,57,5,4,1,1,42
7,5,1,4,1,1,40278
7,5,3,4,1,1,10290
7,5,9,2,1,1,42
7,5,9,4,1,1,1470
7,5,10,5,1,1,336
7,5,8,7,1,1,-42
7,5,4,4,1,1,1134
7,5,6,4,1,1,1260
7,5,2,6,1,1,252
7,5,5,6,1,1,42
7,5,5,5,1,1,2520
7,5,5,1,1,1,42
7,6,1,4,1,1,0
7,17,2,4,1,1,42
7,18,3,5,1,1,42
7,20,1,4,1,1,42
7,9,3,5,1,1,84
7,9,3,3,1,1,-42
7,10,1,2,1,1,-42
7,10,2,7,1,1,-42
7,52,1,4,1,1,42
7,52,3,5,1,1,-42
7,33,3,5,1,1,42
7,35,3,5,1,1,42
7,11,1,4,1,1,84
7,36,1,5,1,1,42
7,42,1,5,1,1,42
8,25,2,4,1,1,42
8,1,1,2,1,1,-84
8,1,3,3,1,1,42
8,1,9,3,1,1,756
8,1,2,3,1,1,1932
8,44,1,5,1,1,1890
8,44,1,8,1,1,0
8,44,1,3,1,1,3444
8,44,3,7,1,1,84
8,44,9,7,1,1,1260
8,44,2,7,1,1,2940
8,58,1,5,1,1,0
8,2,1,4,1,1,84
8,2,11,7,1,1,42
8,2,2,5,1,1,0
8,3,1,5,1,1,10038
8,3,1,8,1,1,168
8,3,1,3,1,1,2184
8,3,3,7,1,1,-294
8,3,3,3,1,1,-168
8,3,9,8,1,1,42
8,3,9,3,1,1,84
8,3,10,4,1,1,-42
8,3,12,7,1,1,42
8,3,4,7,1,1,-84
8,3,4,5,1,1,126
8,3,5,4,1,1,-84
8,51,1,5,1,1,84
8,59,1,7,1,1,-42
8,5,3,6,1,1,-42
8,5,3,8,1,1,168
8,5,3,2,1,1,-84
8,5,3,3,1,1,924
8,5,9,5,1,1,1344
8,5,9,3,1,1,1302
8,5,10,7,1,1,420
8,5,6,8,1,1,42
8,5,2,5,1,1,2982
8,5,2,8,1,1,0
8,5,2,3,1,1,4914
8,5,5,7,1,1,1134
8,6,2,7,1,1,42
8,7,3,5,1,1,42
8,20,1,5,1,1,42
8,9,1,7,1,1,84
8,9,1,5,1,1,126
8,9,4,7,1,1,42
8,10,1,7,1,1,462
8,10,1,5,1,1,0
8,10,10,4,1,1,42
8,10,4,7,1,1,42
8,10,2,4,1,1,0
8,10,5,4,1,1,-42
8,60,3,5,1,1,42
8,61,3,4,1,1,42
8,62,1,4,1,1,42
8,35,3,4,1,1,42
8,40,1,4,1,1,42
8,11,1,5,1,1,42
8,36,10,4,1,1,-42
9,1,1,7,1,1,25536
9,1,1,5,1,1,2310
9,1,3,7,1,1,-84
9,1,4,7,1,1,126
9,26,1,7,1,1,42
9,43,2,7,1,1,84
9,44,3,4,1,1,84
9,44,9,4,1,1,126
9,44,2,4,1,1,294
9,2,1,5,1,1,84
9,2,4,5,1,1,42
9,2,2,7,1,1,126
9,2,2,8,1,1,-42
9,2,2,3,1,1,42
9,3,1,7,1,1,6552
9,3,11,7,1,1,42
9,3,4,4,1,1,420
9,14,3,4,1,1,-42
9,47,2,5,1,1,0
9,51,2,4,1,1,42
9,5,1,7,1,1,83370
9,5,1,5,1,1,18690
9,5,1,1,1,1,126
9,5,1,8,1,1,168
9,5,1,3,1,1,22638
9,5,3,7,1,1,1344
9,5,10,4,1,1,1638
9,5,7,7,1,1,378
9,5,4,7,1,1,504
9,5,4,5,1,1,462
9,5,6,7,1,1,84
9,5,5,4,1,1,2268
9,6,3,4,1,1,-42
9,7,6,4,1,1,42
9,7,5,5,1,1,42
9,8,1,4,1,1,42
9,18,10,3,1,1,42
9,20,3,4,1,1,84
9,9,3,4,1,1,0
9,9,10,5,1,1,42
9,10,10,5,1,1,-42
9,39,1,5,1,1,84
9,39,3,5,1,1,42
9,36,1,4,1,1,42
9,63,5,4,1,1,42
10,1,9,8,1,1,-42
10,1,9,3,1,1,126
10,1,4,5,1,1,84
10,1,2,8,1,1,0
10,1,2,3,1,1,168
10,64,1,5,1,1,-42
10,43,1,4,1,1,-42
10,44,1,5,1,1,1596
10,44,1,8,1,1,672
10,44,1,3,1,1,3024
10,44,3,7,1,1,168
10,44,9,7,1,1,420
10,44,2,7,1,1,2562
10,2,1,4,1,1,252
10,2,5,7,1,1,-42
10,2,5,5,1,1,84
10,3,1,5,1,1,11172
10,3,1,8,1,1,714
10,3,1,3,1,1,9408
10,3,3,7,1,1,126
10,3,3,3,1,1,252
10,3,10,4,1,1,126
10,3,4,7,1,1,126
10,3,4,5,1,1,168
10,3,6,7,1,1,42
10,3,5,4,1,1,42
10,15,1,4,1,1,42
10,65,1,7,1,1,-42
10,66,1,5,1,1,42
10,5,3,6,1,1,42
10,5,3,5,1,1,5880
10,5,3,8,1,1,126
10,5,3,3,1,1,1722
10,5,9,5,1,1,882
10,5,9,8,1,1,42
10,5,9,3,1,1,966
10,5,10,7,1,1,588
10,5,12,7,1,1,546
10,5,4,6,1,1,0
10,5,6,8,1,1,42
10,5,6,3,1,1,0
10,5,2,5,1,1,1806
10,5,2,8,1,1,126
10,5,2,3,1,1,4620
10,5,5,7,1,1,924
10,6,3,5,1,1,42
10,6,3,1,1,1,-42
10,17,1,4,1,1,42
10,7,1,5,1,1,42
10,7,3,5,1,1,42
10,20,3,5,1,1,-42
10,9,1,7,1,1,84
10,9,1,5,1,1,42
10,9,1,8,1,1,42
10,9,2,4,1,1,42
10,10,1,7,1,1,168
10,10,2,4,1,1,42
10,10,5,4,1,1,84
10,32,2,5,1,1,-42
10,11,1,5,1,1,-42
11,25,13,7,1,1,42
11,25,2,3,1,1,42
11,1,1,7,1,1,10668
11,1,1,5,1,1,1218
11,1,13,4,1,1,252
11,1,4,7,1,1,42
11,43,9,7,1,1,-42
11,43,2,7,1,1,84
11,44,3,4,1,1,168
11,44,9,4,1,1,84
11,44,2,4,1,1,378
11,67,1,4,1,1,42
11,2,1,5,1,1,210
11,2,1,3,1,1,210
11,2,9,7,1,1,126
11,2,2,7,1,1,126
11,3,14,6,1,1,42
11,3,1,7,1,1,21252
11,3,15,3,1,1,-42
11,3,10,3,1,1,0
11,3,16,5,1,1,84
11,3,16,3,1,1,84
11,3,11,7,1,1,0
11,3,4,4,1,1,252
11,47,9,7,1,1,0
11,5,1,7,1,1,83622
11,5,1,5,1,1,14700
11,5,1,1,1,1,84
11,5,1,8,1,1,630
11,5,1,3,1,1,14196
11,5,3,7,1,1,1848
11,5,10,4,1,1,1008
11,5,7,7,1,1,252
11,5,4,7,1,1,462
11,5,4,5,1,1,252
11,5,5,4,1,1,2268
11,6,1,7,1,1,42
11,6,3,4,1,1,42
11,6,10,4,1,1,42
11,18,1,4,1,1,42
11,18,4,4,1,1,42
11,19,1,4,1,1,42
11,20,2,4,1,1,42
11,9,1,4,1,1,42
11,9,10,5,1,1,-42
11,9,16,7,1,1,42
11,9,5,5,1,1,84
11,9,5,3,1,1,42
11,10,1,4,1,1,168
11,10,6,5,1,1,0
11,34,1,4,1,1,42
11,39,3,5,1,1,0
11,39,3,3,1,1,42
11,36,5,7,1,1,42
11,42,3,5,1,1,42
12,1,1,6,1,1,210
12,1,9,3,1,1,42
12,1,13,7,1,1,42
12,1,4,5,1,1,-42
12,1,2,3,1,1,168
12,43,13,7,1,1,0
12,44,1,5,1,1,1008
12,44,1,3,1,1,672
12,44,3,7,1,1,84
12,44,9,7,1,1,84
12,44,13,4,1,1,84
12,44,2,7,1,1,504
12,2,1,4,1,1,0
12,2,13,5,1,1,42
12,2,16,7,1,1,-84
12,2,2,5,1,1,42
12,2,5,7,1,1,42
12,2,5,5,1,1,-42
12,68,1,5,1,1,42
12,3,1,5,1,1,11592
12,3,1,8,1,1,-42
12,3,1,3,1,1,5250
12,3,3,7,1,1,1764
12,3,3,3,1,1,840
12,3,10,4,1,1,84
12,3,16,4,1,1,168
12,3,12,7,1,1,42
12,3,4,7,1,1,336
12,3,4,5,1,1,84
12,3,5,4,1,1,168
12,5,3,6,1,1,420
12,5,3,5,1,1,2856
12,5,3,8,1,1,-42
12,5,3,3,1,1,1092
12,5,9,5,1,1,462
12,5,9,8,1,1,-42
12,5,9,3,1,1,546
12,5,10,7,1,1,462
12,5,13,7,1,1,7560
12,5,13,3,1,1,1176
12,5,12,7,1,1,588
12,5,6,3,1,1,-42
12,5,2,7,1,1,17934
12,5,2,5,1,1,5418
12,5,2,8,1,1,-42
12,5,2,3,1,1,5502
12,5,5,7,1,1,378
12,6,1,5,1,1,42
12,6,3,5,1,1,42
12,6,9,5,1,1,42
12,17,1,4,1,1,42
12,17,13,5,1,1,42
12,7,5,4,1,1,42
12,18,10,4,1,1,42
12,9,1,7,1,1,126
12,9,1,5,1,1,168
12,9,2,4,1,1,42
12,10,1,7,1,1,210
12,10,9,4,1,1,-42
12,10,5,4,1,1,126
12,52,3,7,1,1,-42
12,52,6,7,1,1,42
12,62,5,5,1,1,0
13,1,1,7,1,1,6594
13,1,1,5,1,1,2142
13,1,13,4,1,1,84
13,1,7,7,1,1,42
13,44,3,4,1,1,126
13,44,9,4,1,1,42
13,44,2,6,1,1,-42
13,44,2,4,1,1,588
13,44,5,5,1,1,42
13,2,1,5,1,1,168
13,2,1,3,1,1,126
13,2,3,3,1,1,-42
13,2,2,7,1,1,42
13,3,1,7,1,1,38220
13,3,10,3,1,1,42
13,3,13,6,1,1,42
13,3,16,5,1,1,126
13,3,16,3,1,1,42
13,3,11,7,1,1,42
13,3,4,4,1,1,294
13,3,5,6,1,1,42
13,14,1,4,1,1,126
13,56,1,5,1,1,42
13,47,3,5,1,1,42
13,29,1,7,1,1,42
13,66,2,4,1,1,42
13,31,1,4,1,1,42
13,31,5,5,1,1,42
13,16,1,4,1,1,42
13,5,1,7,1,1,72702
13,5,1,5,1,1,25830
13,5,1,1,1,1,84
13,5,1,8,1,1,-42
13,5,1,3,1,1,9912
13,5,3,7,1,1,5418
13,5,10,4,1,1,1050
13,5,7,7,1,1,378
13,5,4,7,1,1,588
13,5,2,4,1,1,11550
13,5,5,2,1,1,-84
13,5,5,4,1,1,4158
13,6,1,7,1,1,42
13,6,3,4,1,1,42
13,17,3,5,1,1,42
13,17,9,7,1,1,42
13,7,5,5,1,1,42
13,8,1,4,1,1,42
13,8,3,4,1,1,42
13,18,1,4,1,1,84
13,18,13,5,1,1,42
13,9,1,4,1,1,42
13,10,1,4,1,1,84
13,10,5,3,1,1,42
13,52,5,5,1,1,42
13,69,2,5,1,1,42
13,34,1,4,1,1,42
13,35,10,5,1,1,42
13,22,3,5,1,1,42
13,41,3,4,1,1,0
14,1,1,4,1,1,6216
14,1,9,5,1,1,84
14,1,4,4,1,1,0
14,1,2,5,1,1,546
14,26,1,4,1,1,42
14,44,1,6,1,1,-42
14,44,3,5,1,1,84
14,44,3,3,1,1,42
14,44,9,3,1,1,42
14,44,13,7,1,1,0
14,44,2,3,1,1,0
14,67,1,5,1,1,42
14,70,1,5,1,1,42
14,2,1,7,1,1,504
14,68,1,4,1,1,-42
14,3,1,4,1,1,23730
14,3,3,5,1,1,672
14,3,9,7,1,1,882
14,3,9,6,1,1,42
14,3,9,5,1,1,336
14,3,10,7,1,1,168
14,3,13,5,1,1,588
14,3,13,3,1,1,336
14,3,16,7,1,1,126
14,3,6,5,1,1,126
14,3,2,7,1,1,8904
14,3,2,5,1,1,2562
14,3,2,3,1,1,1680
14,3,5,7,1,1,1512
14,3,5,3,1,1,378
14,28,1,5,1,1,84
14,28,3,7,1,1,42
14,14,1,5,1,1,42
14,5,1,4,1,1,40698
14,5,3,4,1,1,11046
14,5,9,6,1,1,-42
14,5,10,5,1,1,84
14,5,10,3,1,1,0
14,5,13,5,1,1,336
14,5,16,7,1,1,42
14,5,16,5,1,1,336
14,5,16,3,1,1,-42
14,5,11,7,1,1,84
14,5,8,7,1,1,210
14,5,4,4,1,1,756
14,5,6,5,1,1,504
14,5,2,6,1,1,126
14,5,5,5,1,1,1974
14,5,5,1,1,1,-42
14,5,5,3,1,1,840
14,6,1,4,1,1,42
14,17,3,4,1,1,42
14,19,1,5,1,1,42
14,9,1,6,1,1,42
14,9,3,5,1,1,126
14,9,2,7,1,1,126
14,10,1,3,1,1,126
14,10,3,5,1,1,210
14,10,3,3,1,1,84
14,10,9,7,1,1,42
14,10,6,7,1,1,42
14,10,2,7,1,1,168
14,10,2,5,1,1,0
14,71,1,5,1,1,42
14,32,3,4,1,1,42
14,52,1,4,1,1,42
14,69,3,5,1,1,42
14,33,3,6,1,1,42
14,33,3,5,1,1,42
14,33,9,5,1,1,0
14,39,13,4,1,1,84
14,35,1,5,1,1,42
14,35,16,4,1,1,42
14,22,7,7,1,1,42
14,11,1,4,1,1,126
14,11,3,5,1,1,42
15,1,9,3,1,1,84
15,1,13,7,1,1,0
15,1,2,3,1,1,126
15,43,1,4,1,1,42
15,43,9,5,1,1,42
15,44,1,5,1,1,1974
15,44,1,8,1,1,42
15,44,1,3,1,1,1260
15,44,3,7,1,1,84
15,44,13,4,1,1,0
15,44,2,7,1,1,1260
15,44,5,4,1,1,42
15,58,1,7,1,1,42
15,2,1,4,1,1,168
15,2,3,4,1,1,42
15,2,9,5,1,1,42
15,2,10,7,1,1,0
15,2,10,5,1,1,0
15,2,4,4,1,1,42
15,2,2,5,1,1,42
15,2,5,7,1,1,-42
15,2,5,5,1,1,84
15,3,1,5,1,1,18480
15,3,1,8,1,1,126
15,3,1,3,1,1,10332
15,3,3,7,1,1,4116
15,3,3,3,1,1,588
15,3,16,4,1,1,-126
15,3,12,7,1,1,42
15,3,4,7,1,1,168
15,3,4,5,1,1,126
15,3,5,4,1,1,84
15,28,1,3,1,1,42
15,28,2,4,1,1,84
15,14,2,4,1,1,42
15,47,1,7,1,1,126
15,15,1,4,1,1,42
15,51,1,5,1,1,42
15,66,7,7,1,1,-42
15,72,1,4,1,1,42
15,73,1,5,1,1,-42
15,5,3,6,1,1,336
15,5,3,5,1,1,5754
15,5,3,8,1,1,42
15,5,3,2,1,1,-42
15,5,3,3,1,1,3276
15,5,9,5,1,1,84
15,5,9,3,1,1,168
15,5,10,7,1,1,-420
15,5,13,7,1,1,882
15,5,13,3,1,1,294
15,5,12,7,1,1,294
15,5,6,3,1,1,84
15,5,2,5,1,1,3108
1,25,1,7,1,1,84
1,1,1,5,1,1,1092
1,1,4,3,1,1,0
1,1,2,7,1,1,2226
1,1,2,5,1,1,294
1,1,2,2,1,1,126
1,74,1,3,1,1,42
1,75,1,5,1,1,42
1,2,1,7,1,1,0
1,2,1,5,1,1,0
1,2,2,4,1,1,42
1,2,2,3,1,1,84
1,3,7,7,1,1,252
1,3,2,5,1,1,-504
1,3,2,1,1,1,-42
1,14,1,3,1,1,0
1,56,2,4,1,1,42
1,47,1,3,1,1,-42
1,57,5,3,1,1,42
1,5,1,5,1,1,14490
1,5,1,1,1,1,420
1,5,1,2,1,1,1596
1,5,3,5,1,1,6552
1,5,3,1,1,1,126
1,5,7,7,1,1,420
1,5,12,7,1,1,630
1,5,4,4,1,1,630
1,5,4,3,1,1,294
1,5,2,7,1,1,1596
1,5,2,1,1,1,0
1,5,2,2,1,1,-1008
1,5,5,5,1,1,1512
1,5,5,1,1,1,-126
1,17,1,3,1,1,42
1,7,2,5,1,1,84
1,18,3,4,1,1,42
1,18,5,3,1,1,42
1,19,1,4,1,1,42
1,9,3,4,1,1,42
1,9,2,5,1,1,42
1,10,1,3,1,1,0
1,10,3,2,1,1,-42
1,10,3,4,1,1,42
1,10,3,3,1,1,-42
1,33,1,5,1,1,42
1,76,2,5,1,1,42
1,39,2,5,1,1,42
1,77,3,4,1,1,42
2,25,2,7,1,1,42
2,1,1,6,1,1,42
2,1,1,3,1,1,42
2,1,4,5,1,1,42
2,2,2,7,1,1,42
2,2,2,5,1,1,-42
2,3,1,4,1,1,16758
2,3,1,3,1,1,7266
2,3,3,2,1,1,336
2,3,3,4,1,1,798
2,3,11,7,1,1,126
2,3,2,6,1,1,84
2,3,2,4,1,1,5166
2,3,5,7,1,1,210
2,3,5,4,1,1,462
2,78,1,4,1,1,42
2,5,3,6,1,1,126
2,5,3,4,1,1,9198
2,5,3,3,1,1,2226
2,5,8,7,1,1,126
2,5,2,6,1,1,42
2,5,2,5,1,1,5334
2,5,5,6,1,1,84
2,6,3,4,1,1,42
2,6,5,3,1,1,42
2,17,1,5,1,1,126
2,7,1,7,1,1,84
2,7,1,4,1,1,84
2,7,2,3,1,1,42
2,7,5,3,1,1,-42
2,8,1,4,1,1,42
2,8,1,3,1,1,42
2,18,3,5,1,1,84
2,9,1,7,1,1,42
2,9,1,3,1,1,-42
2,10,1,7,1,1,168
2,10,5,2,1,1,42
2,62,3,5,1,1,-42
2,62,5,7,1,1,42
2,79,3,5,1,1,42
2,80,1,7,1,1,42
15,5,2,3,1,1,3570
15,5,5,7,1,1,126
15,6,1,5,1,1,126
15,6,2,7,1,1,42
15,17,1,4,1,1,126
15,7,1,5,1,1,42
15,7,3,7,1,1,0
15,7,5,4,1,1,42
15,8,1,5,1,1,126
15,18,1,7,1,1,42
15,18,2,4,1,1,-42
15,19,1,7,1,1,42
15,20,1,5,1,1,42
15,20,3,5,1,1,0
15,9,1,7,1,1,0
15,9,1,5,1,1,168
15,9,1,3,1,1,42
15,10,1,7,1,1,126
15,10,2,4,1,1,42
15,10,5,4,1,1,84
15,52,10,7,1,1,-42
15,81,1,5,1,1,42
15,82,1,4,1,1,-42
15,37,1,4,1,1,0
15,41,5,4,1,1,42
15,83,1,7,1,1,42
16,1,1,7,1,1,6132
16,1,1,5,1,1,1848
16,1,3,7,1,1,42
16,1,13,4,1,1,0
16,43,3,7,1,1,42
16,44,3,4,1,1,126
16,44,9,4,1,1,0
16,44,13,3,1,1,0
16,44,2,4,1,1,294
16,44,5,5,1,1,42
16,2,1,5,1,1,252
